carrier_service_id_anon,dist_bin,n_group,share_in_bin,r_p002,r_p005,r_p010,r_p020,r_p035,r_p050,r_p065,r_p080,r_p090,r_p095,r_p098
5,1,11832,0.004016519600221873,0.8383844964449535,0.8194871777847806,0.8472677984005018,0.6984177605329667,0.6717323033222257,0.6911687023051017,0.6720592766773633,0.6124346404226976,0.6753514434663132,0.676017212895252,0.6340113010157405
14,1,2158,0.0007325599473697431,1.5097540465267094,1.5059852475402529,1.5271710242853034,1.3433733304900302,1.3374470399387623,1.1343234363733632,1.2316721517794238,1.2055708381012107,1.1430939060291594,1.1005427867506354,1.0069389773792594
10,1,534,0.00018127294341772142,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5049828958542493,0.5789364961490047,0.5975555166659465,0.5803394197362476
1,1,767,0.00026036769213743884,1.3264583451601704,1.284430166390818,1.2355320155952962,1.0408043066831763,1.0021182826898105,0.8743649700936014,0.9918730118628053,1.1006739200064075,1.2427783020657777,1.2672931858580174,1.214655456403848
12,1,434,0.0001473266993320058,0.5,0.5,0.5,0.5,0.5,0.5535615837950428,0.7410502185006125,1.1233051209529872,1.8705277692999087,2.0,2.0
4,1,243,8.248937312828897e-05,0.757899464248766,0.7695231877877418,0.7966236864637453,0.8052552816339476,0.9401578342562552,1.033483119415368,1.0257342149457762,0.9679790002913609,0.9159923800681637,0.8685024989481637,0.8133170573962716
15,3,848153,0.2879155989176598,1.0,0.9759980041256318,0.9708235650297814,0.9904677004825363,1.0102363608241531,1.0305718271372655,1.054771432152202,1.0559491029811965,1.0543298438824136,1.0555431488788904,1.1107345594008426
18,3,209560,0.07113762836326086,1.3217335729680195,1.5350734561462458,1.1982542985633031,1.3120933433206237,1.1121507512435744,1.2108627513436052,1.0430706278414597,1.0345247068032666,1.0358056883549487,1.042345389796045,1.0653484786051897
6,3,262426,0.08908361930166585,1.1468168558908292,1.2592398378134018,1.0043012923748051,0.9258692474627,0.7730274692077562,0.7558678929773047,0.8194916730574903,0.8729149905577577,0.8695713005699026,0.8780871082760848,0.8788184852759854
17,3,658291,0.22346469036495206,1.0882972560775939,1.359965175499263,1.1501658988910484,1.115616016415489,1.0585325589934675,1.0377781921298084,0.9981356122042833,0.9816701674247843,0.9744446846614078,0.9367668639163536,0.9884631043992799
16,3,173980,0.05905957521779025,1.040211968350926,1.0317419391684088,1.0463297693044393,1.0182104371197604,0.8808327023078035,0.9498822514986401,0.8354187123237625,0.8554356397772891,0.8763852590892949,0.8859791916916552,0.8675186046377867
7,3,592469,0.2011206315076961,1.0190715235585932,1.0025944016734956,1.0100427362316369,1.0053869830095565,1.0092752816840154,0.9899069889738645,0.9864838317758187,0.9921720474966315,0.9850533387559871,0.916065856333128,0.8992630069944263
