dc_id,region_id,carrier_service_id,zip3,allowed_state_count,allowed_states,has_coverage
50,9,5,844,10,CA|CO|IL|NJ|NM|OR|TX|UT|VA|WA,True
50,9,6,844,20,AR|CT|DE|GA|IL|IN|KS|KY|LA|MD|MI|NJ|NM|NY|OH|OK|PA|SC|TX|WI,True
50,9,7,844,0,,False
50,9,8,844,8,AZ|CA|CO|ID|NV|OR|UT|WA,True
50,9,9,844,19,AZ|CA|CO|CT|FL|GA|IL|KS|MO|NE|NM|NV|OR|SC|TX|UT|VA|WA|WI,True
50,9,10,844,3,CA|CT|DC,True
50,9,11,844,12,AZ|CA|CO|HI|IL|MN|OR|SC|TX|UT|VA|WA,True
50,9,12,844,3,CA|UT|WA,True
50,9,13,844,0,,False
50,9,14,844,0,,False
50,9,15,844,0,,False
